0.00,2.88,1.39,1.81,1.16,1.75,1.89,1.81
2.88,0.00,3.23,3.87,3.99,2.44,3.00,2.04
1.39,3.23,0.00,0.69,1.82,2.80,3.04,2.82
1.81,3.87,0.69,0.00,1.80,3.19,3.36,3.29
1.16,3.99,1.82,1.80,0.00,2.35,2.22,2.58
1.75,2.44,2.80,3.19,2.35,0.00,0.58,0.42
1.89,3.00,3.04,3.36,2.22,0.58,0.00,0.95
1.81,2.04,2.82,3.29,2.58,0.42,0.95,0.00
